name,lifetime,e_cyclic,bus,capital_cost,e_nom,e_initial,e_nom_extendable,carrier,e_nom_max,e_nom_opt
48908 H2_overground,30.0,True,48908,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342426962598638
48909 H2_overground,30.0,True,48909,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342427042843976
48910 H2_overground,30.0,True,48910,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.1534243130137899
48911 H2_overground,30.0,True,48911,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342428434824013
48912 H2_overground,30.0,True,48912,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342383685324018
48913 H2_overground,30.0,True,48913,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342419566001136
48914 H2_overground,30.0,True,48914,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342526196542755
48915 H2_overground,30.0,True,48915,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342829923951146
48916 H2_overground,30.0,True,48916,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342932690040045
48917 H2_overground,30.0,True,48917,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.153423887637462
48918 H2_overground,30.0,True,48918,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342868722323433
48919 H2_overground,30.0,True,48919,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342824152374962
48920 H2_overground,30.0,True,48920,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.1534287179767449
48921 H2_overground,30.0,True,48921,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342829653965717
48922 H2_overground,30.0,True,48922,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342502874548403
48923 H2_overground,30.0,True,48923,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342872931353918
48924 H2_overground,30.0,True,48924,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342419811546115
48925 H2_overground,30.0,True,48925,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342419853287748
48926 H2_overground,30.0,True,48926,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342390925146593
48927 H2_overground,30.0,True,48927,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342418870855395
48928 H2_overground,30.0,True,48928,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342218744713393
48929 H2_overground,30.0,True,48929,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342413854622472
48930 H2_overground,30.0,True,48930,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.1534225969509797
48931 H2_overground,30.0,True,48931,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342307856969467
48932 H2_overground,30.0,True,48932,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342150042362523
48933 H2_overground,30.0,True,48933,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342410543187857
48934 H2_overground,30.0,True,48934,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342290896558064
48935 H2_overground,30.0,True,48935,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.1534230786539747
48936 H2_overground,30.0,True,48936,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.1534207903219315
48937 H2_overground,30.0,True,48937,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342377134692065
48938 H2_overground,30.0,True,48938,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.1534232693538785
48939 H2_overground,30.0,True,48939,2.6718614545529116,0.0,0.0,True,H2_overground,inf,0.15342222707727632
