name,e_nom_extendable,e_cyclic,capital_cost,e_nom,e_nom_max,e_initial,carrier,bus,lifetime,e_nom_opt
48905 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48905,30.0,1.149829823451524e-05
48906 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48906,30.0,1.1498314898274371e-05
48907 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48907,30.0,1.1498314715907283e-05
48908 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48908,30.0,1.1498304306134142e-05
48909 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48909,30.0,1.1498314862154501e-05
48910 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48910,30.0,1.1498314884939443e-05
48911 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48911,30.0,1.1498308930926716e-05
48912 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48912,30.0,1.1498299582853266e-05
48913 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48913,30.0,1.1498317763463631e-05
48914 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48914,30.0,1.1498477172139425e-05
48915 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48915,30.0,1.1498563378889713e-05
48916 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48916,30.0,1.1498543326741593e-05
48917 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48917,30.0,1.1498301583778544e-05
48918 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48918,30.0,1.1498570266809744e-05
48919 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48919,30.0,1.1498478595393084e-05
48920 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48920,30.0,1.1498568841499164e-05
48921 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48921,30.0,1.1498563565824735e-05
48922 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48922,30.0,1.1498471738537343e-05
48923 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48923,30.0,1.1498589549509204e-05
48924 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48924,30.0,1.1498317728033395e-05
48925 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48925,30.0,1.1498317722156043e-05
48926 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48926,30.0,1.1498334174078631e-05
48927 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48927,30.0,1.149831787290121e-05
48928 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48928,30.0,1.1498319930276096e-05
48929 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48929,30.0,1.1498328920186204e-05
48930 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48930,30.0,1.1498319229921364e-05
48931 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48931,30.0,1.1498321903757885e-05
48932 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48932,30.0,1.1498319359562074e-05
48933 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48933,30.0,1.1498328904998645e-05
