name,bus,p_nom_max,marginal_cost,p_nom,control,up_time_before,carrier,p_max_pu,e_nom_max,p_nom_opt
49197 load shedding,49197,inf,10000.005467511626,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49198 load shedding,49198,inf,10000.004056151694,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49199 load shedding,49199,inf,10000.001496551104,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49200 load shedding,49200,inf,10000.005406230235,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49201 load shedding,49201,inf,10000.001817483226,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49202 load shedding,49202,inf,10000.003266224556,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49203 load shedding,49203,inf,10000.008311803309,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49204 load shedding,49204,inf,10000.003502033918,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49205 load shedding,49205,inf,10000.005830364078,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49206 load shedding,49206,inf,10000.006569321044,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49207 load shedding,49207,inf,10000.003707121576,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49208 load shedding,49208,inf,10000.004816206363,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49209 load shedding,49209,inf,10000.000933293213,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49210 load shedding,49210,inf,10000.008452191458,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49211 load shedding,49211,inf,10000.009510158152,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49212 load shedding,49212,inf,10000.010314311892,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49213 load shedding,49213,inf,10000.000530575788,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49214 load shedding,49214,inf,10000.003191079157,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49215 load shedding,49215,inf,10000.00195698718,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49216 load shedding,49216,inf,10000.006412822831,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49217 load shedding,49217,inf,10000.005912363404,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49218 load shedding,49218,inf,10000.006428901072,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49219 load shedding,49219,inf,10000.008220967962,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49220 load shedding,49220,inf,10000.000821554497,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49221 load shedding,49221,inf,10000.011886019352,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49222 load shedding,49222,inf,10000.017040156386,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49223 load shedding,49223,inf,10000.014993839823,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49224 load shedding,49224,inf,10000.013180587037,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49225 load shedding,49225,inf,10000.013806907391,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49226 load shedding,49226,inf,10000.026065166072,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49227 load shedding,49227,inf,10000.015849121775,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49228 load shedding,49228,inf,10000.003466742128,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49229 load shedding,49229,inf,10000.007808454953,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49230 load shedding,49230,inf,10000.008273370402,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49231 load shedding,49231,inf,10000.013193419049,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49232 load shedding,49232,inf,10000.002419746052,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49233 load shedding,49233,inf,10000.008785364893,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49234 load shedding,49234,inf,10000.012720801762,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49235 load shedding,49235,inf,10000.008438145958,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49236 load shedding,49236,inf,10000.007156695745,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49237 load shedding,49237,inf,10000.004982764365,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49238 load shedding,49238,inf,10000.002033179097,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49239 load shedding,49239,inf,10000.006072162185,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49240 load shedding,49240,inf,10000.017726888438,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49241 load shedding,49241,inf,10000.008117857271,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49242 load shedding,49242,inf,10000.005341542159,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49243 load shedding,49243,inf,10000.005382518184,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49244 load shedding,49244,inf,10000.015513394183,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49245 load shedding,49245,inf,10000.008840626953,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49246 load shedding,49246,inf,10000.007556815752,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49247 load shedding,49247,inf,10000.018018040775,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49248 load shedding,49248,inf,10000.000412011186,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49249 load shedding,49249,inf,10000.0099634097,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49250 load shedding,49250,inf,10000.004972692988,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49251 load shedding,49251,inf,10000.004452147812,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49252 load shedding,49252,inf,10000.008493331181,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49253 load shedding,49253,inf,10000.000504230213,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49254 load shedding,49254,inf,10000.010212438789,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49255 load shedding,49255,inf,10000.001430082928,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49256 load shedding,49256,inf,10000.0101763447,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49257 load shedding,49257,inf,10000.014918608073,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49258 load shedding,49258,inf,10000.004121244561,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49259 load shedding,49259,inf,10000.00229450529,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49260 load shedding,49260,inf,10000.00116098201,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49261 load shedding,49261,inf,10000.015213413777,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49262 load shedding,49262,inf,10000.014296446428,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49263 load shedding,49263,inf,10000.003549388926,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49264 load shedding,49264,inf,10000.000727173372,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49265 load shedding,49265,inf,10000.006066408203,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49266 load shedding,49266,inf,10000.017537701553,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49267 load shedding,49267,inf,10000.016208185742,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49268 load shedding,49268,inf,10000.013239058217,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49269 load shedding,49269,inf,10000.005992993423,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49270 load shedding,49270,inf,10000.013470274833,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49271 load shedding,49271,inf,10000.001437114968,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49272 load shedding,49272,inf,10000.002756789581,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49273 load shedding,49273,inf,10000.000528683015,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49274 load shedding,49274,inf,10000.01092021234,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49275 load shedding,49275,inf,10000.005995736778,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49276 load shedding,49276,inf,10000.004009348471,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49277 load shedding,49277,inf,10000.010576535606,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49278 load shedding,49278,inf,10000.00205303844,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49279 load shedding,49279,inf,10000.004601114957,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49280 load shedding,49280,inf,10000.004854054874,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49281 load shedding,49281,inf,10000.004076017485,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49282 load shedding,49282,inf,10000.003843272427,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49283 load shedding,49283,inf,10000.014064723553,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49284 load shedding,49284,inf,10000.004887684374,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49285 load shedding,49285,inf,10000.01409811711,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49286 load shedding,49286,inf,10000.010629261144,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49287 load shedding,49287,inf,10000.00294451851,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49288 load shedding,49288,inf,10000.00144964407,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49289 load shedding,49289,inf,10000.004285157143,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49290 load shedding,49290,inf,10000.003797815356,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49291 load shedding,49291,inf,10000.002991448277,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49292 load shedding,49292,inf,10000.011098836585,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49293 load shedding,49293,inf,10000.002828766674,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49294 load shedding,49294,inf,10000.021815620106,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49295 load shedding,49295,inf,10000.011214997154,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49296 load shedding,49296,inf,10000.00123931342,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49297 load shedding,49297,inf,10000.00878536377,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49298 load shedding,49298,inf,10000.011297569594,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49299 load shedding,49299,inf,10000.017154521342,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49300 load shedding,49300,inf,10000.01615625533,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49301 load shedding,49301,inf,10000.01796665609,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49302 load shedding,49302,inf,10000.00314008681,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49303 load shedding,49303,inf,10000.009842421765,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49304 load shedding,49304,inf,10000.007480927221,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49305 load shedding,49305,inf,10000.009064460623,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49306 load shedding,49306,inf,10000.008912823307,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49307 load shedding,49307,inf,10000.005942655953,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49308 load shedding,49308,inf,10000.00395515409,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49309 load shedding,49309,inf,10000.002720299874,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49310 load shedding,49310,inf,10000.006213540311,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49311 load shedding,49311,inf,10000.000714696287,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49312 load shedding,49312,inf,10000.013426454654,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49313 load shedding,49313,inf,10000.008817242668,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49314 load shedding,49314,inf,10000.011022507437,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49315 load shedding,49315,inf,10000.000059850012,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49316 load shedding,49316,inf,10000.018115018343,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49317 load shedding,49317,inf,10000.003420705762,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49318 load shedding,49318,inf,10000.00132500395,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49319 load shedding,49319,inf,10000.001808920284,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49320 load shedding,49320,inf,10000.00103058083,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49321 load shedding,49321,inf,10000.002550978932,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49322 load shedding,49322,inf,10000.000738843959,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49323 load shedding,49323,inf,10000.00955704545,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49324 load shedding,49324,inf,10000.003111669981,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49325 load shedding,49325,inf,10000.003502683918,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49326 load shedding,49326,inf,10000.007315417719,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49327 load shedding,49327,inf,10000.004660212628,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49328 load shedding,49328,inf,10000.006650472791,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49329 load shedding,49329,inf,10000.023601057275,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49330 load shedding,49330,inf,10000.001056572783,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49331 load shedding,49331,inf,10000.004257948705,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49332 load shedding,49332,inf,10000.004549776673,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49333 load shedding,49333,inf,10000.008365407059,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49334 load shedding,49334,inf,10000.00433884411,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49335 load shedding,49335,inf,10000.003698888224,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49336 load shedding,49336,inf,10000.015124914966,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49337 load shedding,49337,inf,10000.015428421042,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49338 load shedding,49338,inf,10000.01334125681,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49339 load shedding,49339,inf,10000.003760902679,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49340 load shedding,49340,inf,10000.007726107977,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49341 load shedding,49341,inf,10000.008161068636,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49342 load shedding,49342,inf,10000.003171680253,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49343 load shedding,49343,inf,10000.003037415137,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49344 load shedding,49344,inf,10000.02822212579,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49345 load shedding,49345,inf,10000.006853567784,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49346 load shedding,49346,inf,10000.002386348451,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49347 load shedding,49347,inf,10000.000214712287,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49348 load shedding,49348,inf,10000.003679467629,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49349 load shedding,49349,inf,10000.001387604334,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49350 load shedding,49350,inf,10000.00737918162,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49351 load shedding,49351,inf,10000.0178250923,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49352 load shedding,49352,inf,10000.00323466552,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49353 load shedding,49353,inf,10000.011492663485,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49354 load shedding,49354,inf,10000.009870647995,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49355 load shedding,49355,inf,10000.006413552795,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49356 load shedding,49356,inf,10000.001156501527,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49357 load shedding,49357,inf,10000.00465083159,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49358 load shedding,49358,inf,10000.004978585646,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49359 load shedding,49359,inf,10000.004221685684,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49360 load shedding,49360,inf,10000.010200446926,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49361 load shedding,49361,inf,10000.003983376182,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49362 load shedding,49362,inf,10000.009068474581,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49363 load shedding,49363,inf,10000.007254005748,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49364 load shedding,49364,inf,10000.000636233432,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49365 load shedding,49365,inf,10000.02087151378,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49366 load shedding,49366,inf,10000.003339797284,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49367 load shedding,49367,inf,10000.011463185683,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49368 load shedding,49368,inf,10000.014717233365,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49369 load shedding,49369,inf,10000.002511294673,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49370 load shedding,49370,inf,10000.005385605044,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49371 load shedding,49371,inf,10000.000470254452,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49372 load shedding,49372,inf,10000.000826198331,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49373 load shedding,49373,inf,10000.001453234912,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49374 load shedding,49374,inf,10000.008151836337,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49375 load shedding,49375,inf,10000.009122708118,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49376 load shedding,49376,inf,10000.009340696428,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49377 load shedding,49377,inf,10000.008577672463,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49378 load shedding,49378,inf,10000.018490031722,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49379 load shedding,49379,inf,10000.012163559953,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49380 load shedding,49380,inf,10000.018978431097,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49381 load shedding,49381,inf,10000.020764794932,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49382 load shedding,49382,inf,10000.007321672823,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49383 load shedding,49383,inf,10000.015297532167,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49384 load shedding,49384,inf,10000.001135827613,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49385 load shedding,49385,inf,10000.003779695013,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49386 load shedding,49386,inf,10000.00180527467,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49387 load shedding,49387,inf,10000.003748395113,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49388 load shedding,49388,inf,10000.00380934868,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49389 load shedding,49389,inf,10000.02023400193,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49390 load shedding,49390,inf,10000.01359077204,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49391 load shedding,49391,inf,10000.016011886597,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49392 load shedding,49392,inf,10000.023897284853,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49393 load shedding,49393,inf,10000.003314277836,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49394 load shedding,49394,inf,10000.006967430729,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49395 load shedding,49395,inf,10000.00084222122,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49396 load shedding,49396,inf,10000.004308474168,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49397 load shedding,49397,inf,10000.013312500183,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49398 load shedding,49398,inf,10000.003893416266,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49399 load shedding,49399,inf,10000.006764363254,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49400 load shedding,49400,inf,10000.00614808988,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49401 load shedding,49401,inf,10000.012046045751,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49402 load shedding,49402,inf,10000.011637694528,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49403 load shedding,49403,inf,10000.005593671776,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49404 load shedding,49404,inf,10000.006683633954,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49405 load shedding,49405,inf,10000.011547463535,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49406 load shedding,49406,inf,10000.008142934472,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49407 load shedding,49407,inf,10000.010559320783,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49408 load shedding,49408,inf,10000.000185803112,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49409 load shedding,49409,inf,10000.001100702397,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49410 load shedding,49410,inf,10000.002432731486,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49411 load shedding,49411,inf,10000.003865438002,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49412 load shedding,49412,inf,10000.014446775045,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49413 load shedding,49413,inf,10000.011144654183,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49414 load shedding,49414,inf,10000.01035479079,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49415 load shedding,49415,inf,10000.002946178316,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49416 load shedding,49416,inf,10000.003847252196,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49417 load shedding,49417,inf,10000.00042527795,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49418 load shedding,49418,inf,10000.014190169963,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49419 load shedding,49419,inf,10000.00794587383,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49420 load shedding,49420,inf,10000.000201140232,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49421 load shedding,49421,inf,10000.016305274297,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49422 load shedding,49422,inf,10000.004921906078,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49423 load shedding,49423,inf,10000.004762521092,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49424 load shedding,49424,inf,10000.007480293541,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49425 load shedding,49425,inf,10000.014935958381,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49426 load shedding,49426,inf,10000.001683545292,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49427 load shedding,49427,inf,10000.002227735982,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49428 load shedding,49428,inf,10000.016735795047,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49429 load shedding,49429,inf,10000.001691779944,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49430 load shedding,49430,inf,10000.00847197217,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49431 load shedding,49431,inf,10000.007960820762,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49432 load shedding,49432,inf,10000.016549808335,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49433 load shedding,49433,inf,10000.00924861321,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49434 load shedding,49434,inf,10000.002952809753,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49435 load shedding,49435,inf,10000.000333766233,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49436 load shedding,49436,inf,10000.018279767732,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49437 load shedding,49437,inf,10000.011310747348,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49438 load shedding,49438,inf,10000.017004540674,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49439 load shedding,49439,inf,10000.014652209855,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
49440 load shedding,49440,inf,10000.000785508599,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
