name,bus,p_nom_max,marginal_cost,p_nom,control,up_time_before,carrier,p_max_pu,e_nom_max,p_nom_opt
31562 wind_onshore,31562,inf,1.3044532959039892,5.474668287149614,PV,0,wind_onshore,1.0,inf,5.474668287149614
31621 load shedding,31621,inf,10000.002146395005,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31621 solar_rooftop,31621,inf,0.01004344078600227,0.9324995740492259,PV,0,solar_rooftop,1.0,inf,0.9324995740492259
31660 load shedding,31660,inf,10000.015682210098,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31660 solar,31660,inf,0.013155691471031754,1.0793187559009412,PV,0,solar,1.0,inf,1.0793187559009412
31660 solar_rooftop,31660,inf,0.011559122935525945,0.7160416555972835,PV,0,solar_rooftop,1.0,inf,0.7160416555972835
31660 wind_onshore,31660,inf,1.3032335188836257,19.691305033430073,PV,0,wind_onshore,1.0,inf,19.691305033430073
31661 load shedding,31661,inf,10000.001116825872,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31735 load shedding,31735,inf,10000.004621013484,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31736 load shedding,31736,inf,10000.003887436365,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31736 solar_rooftop,31736,inf,0.019987941483755454,4.19372731778863,PV,0,solar_rooftop,1.0,inf,4.19372731778863
31778 biomass,31778,inf,42.10845429853564,0.05367063663475863,PV,0,biomass,1.0,inf,0.05367063663475863
31778 industrial_biomass_CHP,31778,inf,42.101594095215,3.9276171889316367,PV,0,industrial_biomass_CHP,1.0,inf,3.9276171889316367
31778 load shedding,31778,inf,10000.017486437084,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31778 solar,31778,inf,0.014663992807079397,2.768463495156863,PV,0,solar,1.0,inf,2.768463495156863
31778 solar_rooftop,31778,inf,0.010345751280958604,41.876818810282884,PV,0,solar_rooftop,1.0,inf,41.876818810282884
31779 industrial_biomass_CHP,31779,inf,42.107068533123986,2.458115157871945,PV,0,industrial_biomass_CHP,1.0,inf,2.458115157871945
31779 load shedding,31779,inf,10000.00591406673,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31779 solar,31779,inf,0.010156645107571895,2.4951205276185107,PV,0,solar,1.0,inf,2.4951205276185107
31779 solar_rooftop,31779,inf,0.01838135026678859,11.6511889659785,PV,0,solar_rooftop,1.0,inf,11.6511889659785
31779 wind_onshore,31779,inf,1.3085015291872588,8.56369096730461,PV,0,wind_onshore,1.0,inf,8.56369096730461
31782 industrial_biomass_CHP,31782,inf,42.105200071243374,0.2146825465390345,PV,0,industrial_biomass_CHP,1.0,inf,0.2146825465390345
31782 load shedding,31782,inf,10000.009315004756,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31782 solar,31782,inf,0.02028256895322699,3.894494010893211,PV,0,solar,1.0,inf,3.894494010893211
31782 solar_rooftop,31782,inf,0.020698614405971143,39.32072739263206,PV,0,solar_rooftop,1.0,inf,39.32072739263206
31782 wind_onshore,31782,inf,1.3117637025695965,3.4675331002925995,PV,0,wind_onshore,1.0,inf,3.4675331002925995
31783 load shedding,31783,inf,10000.00969945017,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31784 central_biomass_CHP,31784,inf,42.10462042534402,0.683763910726825,PV,0,central_biomass_CHP,1.0,inf,0.683763910726825
31784 load shedding,31784,inf,10000.015327871897,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31784 solar_rooftop,31784,inf,0.01145140860038152,58.298628256060645,PV,0,solar_rooftop,1.0,inf,58.298628256060645
31784 wind_onshore,31784,inf,1.3062512972679665,0.6329964508633286,PV,0,wind_onshore,1.0,inf,0.6329964508633286
318 load shedding,318,inf,10000.002854520659,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31837 load shedding,31837,inf,10000.00438160045,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31837 solar,31837,inf,0.021094276384133102,0.5361955822063847,PV,0,solar,1.0,inf,0.5361955822063847
31837 solar_rooftop,31837,inf,0.014132736095353008,36.30766347445819,PV,0,solar_rooftop,1.0,inf,36.30766347445819
31847 load shedding,31847,inf,10000.002597566285,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31848 load shedding,31848,inf,10000.000263107358,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31853 biomass,31853,inf,42.11525157389742,0.08050595495213796,PV,0,biomass,1.0,inf,0.08050595495213796
31853 central_biomass_CHP,31853,inf,42.10375363209254,5.184583498917684,PV,0,central_biomass_CHP,1.0,inf,5.184583498917684
31853 industrial_biomass_CHP,31853,inf,42.114820813256785,2.613760004112745,PV,0,industrial_biomass_CHP,1.0,inf,2.613760004112745
31853 load shedding,31853,inf,10000.002351508945,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31853 solar,31853,inf,0.010959394387707135,6.743979453405137,PV,0,solar,1.0,inf,6.743979453405137
31853 solar_rooftop,31853,inf,0.021455773415512996,8.760200996722444,PV,0,solar_rooftop,1.0,inf,8.760200996722444
31853 wind_onshore,31853,inf,1.3101759744458716,80.53190757139845,PV,0,wind_onshore,1.0,inf,80.53190757139845
31868 biomass,31868,inf,42.11037257171912,0.39716271109721385,PV,0,biomass,1.0,inf,0.39716271109721385
31868 central_biomass_CHP,31868,inf,42.11077531441709,0.6333135122901519,PV,0,central_biomass_CHP,1.0,inf,0.6333135122901519
31868 industrial_biomass_CHP,31868,inf,42.10104980097972,5.328420805098837,PV,0,industrial_biomass_CHP,1.0,inf,5.328420805098837
31868 load shedding,31868,inf,10000.007615003276,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31868 solar,31868,inf,0.012014491298403516,0.4257499805413354,PV,0,solar,1.0,inf,0.4257499805413354
31868 solar_rooftop,31868,inf,0.02624903945320005,4.1883742646907995,PV,0,solar_rooftop,1.0,inf,4.1883742646907995
31868 wind_onshore,31868,inf,1.3050277759198503,67.34910576960391,PV,0,wind_onshore,1.0,inf,67.34910576960391
31874 industrial_biomass_CHP,31874,inf,42.10381618210714,1.3653809959882595,PV,0,industrial_biomass_CHP,1.0,inf,1.3653809959882595
31874 load shedding,31874,inf,10000.009641688004,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31874 solar_rooftop,31874,inf,0.010770680993755943,10.834254444739347,PV,0,solar_rooftop,1.0,inf,10.834254444739347
31874 wind_onshore,31874,inf,1.3103477938529018,30.78317277423993,PV,0,wind_onshore,1.0,inf,30.78317277423993
31879 central_biomass_CHP,31879,inf,42.10741977267505,2.878892949088453,PV,0,central_biomass_CHP,1.0,inf,2.878892949088453
31879 industrial_biomass_CHP,31879,inf,42.1009862883881,0.2844543741642207,PV,0,industrial_biomass_CHP,1.0,inf,0.2844543741642207
31879 load shedding,31879,inf,10000.022321770455,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31879 solar_rooftop,31879,inf,0.01574166845493319,24.70690805086938,PV,0,solar_rooftop,1.0,inf,24.70690805086938
31879 wind_onshore,31879,inf,1.3108055360905002,40.24655806984928,PV,0,wind_onshore,1.0,inf,40.24655806984928
31913 central_biomass_CHP,31913,inf,42.10845988800089,0.26835318317379314,PV,0,central_biomass_CHP,1.0,inf,0.26835318317379314
31913 load shedding,31913,inf,10000.010527473085,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31913 solar,31913,inf,0.012120499093302737,0.5096728033140069,PV,0,solar,1.0,inf,0.5096728033140069
31913 solar_rooftop,31913,inf,0.014737094829297153,6.6233201130385355,PV,0,solar_rooftop,1.0,inf,6.6233201130385355
31913 wind_onshore,31913,inf,1.3134673200140656,5.312020385446643,PV,0,wind_onshore,1.0,inf,5.312020385446643
31926 load shedding,31926,inf,10000.004398582858,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31927 load shedding,31927,inf,10000.007269908341,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31943 central_biomass_CHP,31943,inf,42.10758867242361,0.48303572971282766,PV,0,central_biomass_CHP,1.0,inf,0.48303572971282766
31943 industrial_biomass_CHP,31943,inf,42.10777435116061,3.649603291163587,PV,0,industrial_biomass_CHP,1.0,inf,3.649603291163587
31943 load shedding,31943,inf,10000.00602448064,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31943 solar_rooftop,31943,inf,0.01828450112966116,9.277130761220297,PV,0,solar_rooftop,1.0,inf,9.277130761220297
31943 wind_onshore,31943,inf,1.3023318665194592,24.506749377453062,PV,0,wind_onshore,1.0,inf,24.506749377453062
31980 central_biomass_CHP,31980,inf,42.108379677394154,0.5646150973976608,PV,0,central_biomass_CHP,1.0,inf,0.5646150973976608
31980 industrial_biomass_CHP,31980,inf,42.10519830538026,4.349468392880839,PV,0,industrial_biomass_CHP,1.0,inf,4.349468392880839
31980 load shedding,31980,inf,10000.007725997943,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
31980 solar,31980,inf,0.02874452155708295,4.2208825361889835,PV,0,solar,1.0,inf,4.2208825361889835
31980 solar_rooftop,31980,inf,0.012213179334769876,8.30106516346743,PV,0,solar_rooftop,1.0,inf,8.30106516346743
31980 wind_onshore,31980,inf,1.3081718537254028,112.04273212591745,PV,0,wind_onshore,1.0,inf,112.04273212591745
32145 industrial_biomass_CHP,32145,inf,42.10341210306121,0.4078968384241656,PV,0,industrial_biomass_CHP,1.0,inf,0.4078968384241656
32145 load shedding,32145,inf,10000.001275041577,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32145 solar_rooftop,32145,inf,0.015221668320772076,40.33733749686814,PV,0,solar_rooftop,1.0,inf,40.33733749686814
32175 central_biomass_CHP,32175,inf,42.10873915937807,0.8437024078984057,PV,0,central_biomass_CHP,1.0,inf,0.8437024078984057
32175 load shedding,32175,inf,10000.001946083878,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32175 solar,32175,inf,0.02042219837412571,2.121624380080779,PV,0,solar,1.0,inf,2.121624380080779
32175 solar_rooftop,32175,inf,0.018769191435994877,35.424073453505336,PV,0,solar_rooftop,1.0,inf,35.424073453505336
32175 wind_onshore,32175,inf,1.3000853714153038,4.310383967661076,PV,0,wind_onshore,1.0,inf,4.310383967661076
32176 central_biomass_CHP,32176,inf,42.10371047395115,0.26835318317379314,PV,0,central_biomass_CHP,1.0,inf,0.26835318317379314
32176 industrial_biomass_CHP,32176,inf,42.10788257677786,7.36897840995236,PV,0,industrial_biomass_CHP,1.0,inf,7.36897840995236
32176 load shedding,32176,inf,10000.010580567672,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32176 solar,32176,inf,0.014389959558503577,23.405357390275988,PV,0,solar,1.0,inf,23.405357390275988
32176 solar_rooftop,32176,inf,0.016733734108552153,8.843662531487881,PV,0,solar_rooftop,1.0,inf,8.843662531487881
32176 wind_onshore,32176,inf,1.3036543620596508,41.03876922132245,PV,0,wind_onshore,1.0,inf,41.03876922132245
32288 biomass,32288,inf,42.10701201265001,0.048303572971282766,PV,0,biomass,1.0,inf,0.048303572971282766
32288 central_biomass_CHP,32288,inf,42.10412335424056,1.605825448111978,PV,0,central_biomass_CHP,1.0,inf,1.605825448111978
32288 industrial_biomass_CHP,32288,inf,42.10668789539451,0.6708829579344828,PV,0,industrial_biomass_CHP,1.0,inf,0.6708829579344828
32288 load shedding,32288,inf,10000.00012942187,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32288 solar,32288,inf,0.015817663238901963,1.7440410522580652,PV,0,solar,1.0,inf,1.7440410522580652
32288 solar_rooftop,32288,inf,0.013500298660915797,65.38461872820695,PV,0,solar_rooftop,1.0,inf,65.38461872820695
32288 wind_onshore,32288,inf,1.308623994964804,5.551486161559595,PV,0,wind_onshore,1.0,inf,5.551486161559595
32330 biomass,32330,inf,42.11205737447836,0.08050595495213796,PV,0,biomass,1.0,inf,0.08050595495213796
32330 industrial_biomass_CHP,32330,inf,42.10788709517038,0.35100596359132147,PV,0,industrial_biomass_CHP,1.0,inf,0.35100596359132147
32330 load shedding,32330,inf,10000.004483369932,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32330 solar,32330,inf,0.017916422926989965,1.2891258128132597,PV,0,solar,1.0,inf,1.2891258128132597
32330 solar_rooftop,32330,inf,0.019913911987597514,13.117648670518538,PV,0,solar_rooftop,1.0,inf,13.117648670518538
32330 wind_onshore,32330,inf,1.3068778854631167,79.23320606171303,PV,0,wind_onshore,1.0,inf,79.23320606171303
32499 central_biomass_CHP,32499,inf,42.12126777496405,0.26835318317379314,PV,0,central_biomass_CHP,1.0,inf,0.26835318317379314
32499 load shedding,32499,inf,10000.010419483788,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32499 solar,32499,inf,0.015858244266305235,1.4294590235240658,PV,0,solar,1.0,inf,1.4294590235240658
32499 solar_rooftop,32499,inf,0.019348290815894037,28.99341524843785,PV,0,solar_rooftop,1.0,inf,28.99341524843785
32534 load shedding,32534,inf,10000.0003350917,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32534 solar,32534,inf,0.012967823692874433,0.4146658341449109,PV,0,solar,1.0,inf,0.4146658341449109
32534 solar_rooftop,32534,inf,0.025184302749021996,32.528547953331376,PV,0,solar_rooftop,1.0,inf,32.528547953331376
32534 wind_onshore,32534,inf,1.3013537128106965,15.927049003549806,PV,0,wind_onshore,1.0,inf,15.927049003549806
32535 load shedding,32535,inf,10000.001810942125,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32601 load shedding,32601,inf,10000.013555944963,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32602 central_biomass_CHP,32602,inf,42.10438883199335,1.4040238543652859,PV,0,central_biomass_CHP,1.0,inf,1.4040238543652859
32602 industrial_biomass_CHP,32602,inf,42.106713699531106,1.7507361670258266,PV,0,industrial_biomass_CHP,1.0,inf,1.7507361670258266
32602 load shedding,32602,inf,10000.01620946149,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32602 solar,32602,inf,0.010730283733601909,0.8160702788487806,PV,0,solar,1.0,inf,0.8160702788487806
32602 solar_rooftop,32602,inf,0.020020577896152872,3.722384114757916,PV,0,solar_rooftop,1.0,inf,3.722384114757916
32602 wind_onshore,32602,inf,1.3011062564479423,175.26874401176622,PV,0,wind_onshore,1.0,inf,175.26874401176622
32603 load shedding,32603,inf,10000.003470969536,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32603 solar,32603,inf,0.012847246303246126,49.48800001063692,PV,0,solar,1.0,inf,49.48800001063692
32603 solar_rooftop,32603,inf,0.010383662791975673,7.596228343438928,PV,0,solar_rooftop,1.0,inf,7.596228343438928
32603 wind_onshore,32603,inf,1.3035618268870093,13.372532818068594,PV,0,wind_onshore,1.0,inf,13.372532818068594
32604 industrial_biomass_CHP,32604,inf,42.10554537922392,8.015172875034853,PV,0,industrial_biomass_CHP,1.0,inf,8.015172875034853
32604 load shedding,32604,inf,10000.01473134365,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32604 others,32604,inf,0.020627162408428608,12.62353458968511,PV,0,others,1.0,inf,12.62353458968511
32604 solar,32604,inf,0.019052079796333193,6.445555646595864,PV,0,solar,1.0,inf,6.445555646595864
32604 solar_rooftop,32604,inf,0.02182370437316741,13.642210369570101,PV,0,solar_rooftop,1.0,inf,13.642210369570101
32604 wind_onshore,32604,inf,1.317935716149307,29.879899054390073,PV,0,wind_onshore,1.0,inf,29.879899054390073
32619 biomass,32619,inf,42.11423301241891,0.8984464572658595,PV,0,biomass,1.0,inf,0.8984464572658595
32619 central_biomass_CHP,32619,inf,42.10140266401773,2.109256019746014,PV,0,central_biomass_CHP,1.0,inf,2.109256019746014
32619 industrial_biomass_CHP,32619,inf,42.121845241428076,1.11849606746837,PV,0,industrial_biomass_CHP,1.0,inf,1.11849606746837
32619 load shedding,32619,inf,10000.012948834046,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32619 solar_rooftop,32619,inf,0.020512015003025255,3.984590167929472,PV,0,solar_rooftop,1.0,inf,3.984590167929472
32619 wind_onshore,32619,inf,1.30765381641835,40.24798132492217,PV,0,wind_onshore,1.0,inf,40.24798132492217
32622 biomass,32622,inf,42.11021027252452,0.1610119099042759,PV,0,biomass,1.0,inf,0.1610119099042759
32622 industrial_biomass_CHP,32622,inf,42.103343905248686,0.26835318317379314,PV,0,industrial_biomass_CHP,1.0,inf,0.26835318317379314
32622 load shedding,32622,inf,10000.007455334226,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32622 solar,32622,inf,0.012393044651706167,15.927224081921834,PV,0,solar,1.0,inf,15.927224081921834
32622 solar_rooftop,32622,inf,0.026092425132627203,9.445047129450742,PV,0,solar_rooftop,1.0,inf,9.445047129450742
32622 wind_onshore,32622,inf,1.3053681775181454,81.8631860590745,PV,0,wind_onshore,1.0,inf,81.8631860590745
32623 load shedding,32623,inf,10000.011056412468,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32626 industrial_biomass_CHP,32626,inf,42.10272245837058,0.26835318317379314,PV,0,industrial_biomass_CHP,1.0,inf,0.26835318317379314
32626 load shedding,32626,inf,10000.00721942655,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32626 solar_rooftop,32626,inf,0.014424178752681021,11.702072089329944,PV,0,solar_rooftop,1.0,inf,11.702072089329944
32626 wind_onshore,32626,inf,1.3039704447735099,137.80146540613282,PV,0,wind_onshore,1.0,inf,137.80146540613282
32627 industrial_biomass_CHP,32627,inf,42.104818856271784,0.4078968384241656,PV,0,industrial_biomass_CHP,1.0,inf,0.4078968384241656
32627 load shedding,32627,inf,10000.00804647116,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32627 solar,32627,inf,0.013191438617782245,25.87984946370047,PV,0,solar,1.0,inf,25.87984946370047
32627 solar_rooftop,32627,inf,0.017113759323787593,5.704943471634021,PV,0,solar_rooftop,1.0,inf,5.704943471634021
32627 wind_onshore,32627,inf,1.3165963881020324,133.22845495796474,PV,0,wind_onshore,1.0,inf,133.22845495796474
32642 industrial_biomass_CHP,32642,inf,42.113157231885054,0.2844543741642207,PV,0,industrial_biomass_CHP,1.0,inf,0.2844543741642207
32642 load shedding,32642,inf,10000.013446470299,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32642 solar_rooftop,32642,inf,0.011734273647696367,6.838438380152651,PV,0,solar_rooftop,1.0,inf,6.838438380152651
32658 central_biomass_CHP,32658,inf,42.103950639459036,0.429365093078069,PV,0,central_biomass_CHP,1.0,inf,0.429365093078069
32658 load shedding,32658,inf,10000.01016620509,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
32658 solar,32658,inf,0.010066551472871553,0.66,PV,0,solar,1.0,inf,0.66
32658 solar_rooftop,32658,inf,0.02090067243743608,11.136012621088655,PV,0,solar_rooftop,1.0,inf,11.136012621088655
32658 wind_onshore,32658,inf,1.3088590450867956,161.68929094731928,PV,0,wind_onshore,1.0,inf,161.68929094731928
32673 central_biomass_CHP,32673,inf,42.10563384654667,0.26835318317379314,PV,0,central_biomass_CHP,1.0,inf,0.26835318317379314
32673 load shedding,32673,inf,10000.00231324058,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
